t,x_original,xdot_original,xdot_pred
328.5,0.171292289,-2.61E-05,-2.52E-05
328.5333333,0.17124016,-2.61E-05,-2.51E-05
328.5666667,0.171188044,-2.61E-05,-2.51E-05
328.6,0.171135941,-2.61E-05,-2.51E-05
328.6333333,0.171083849,-2.60E-05,-2.51E-05
328.6666667,0.171031769,-2.60E-05,-2.51E-05
328.7,0.170979702,-2.60E-05,-2.51E-05
328.7333333,0.170927647,-2.60E-05,-2.51E-05
328.7666667,0.170875604,-2.60E-05,-2.51E-05
328.8,0.170823573,-2.60E-05,-2.51E-05
328.8333333,0.170771554,-2.60E-05,-2.51E-05
328.8666667,0.170719547,-2.60E-05,-2.51E-05
328.9,0.170667553,-2.60E-05,-2.51E-05
328.9333333,0.170615571,-2.60E-05,-2.51E-05
328.9666667,0.1705636,-2.60E-05,-2.51E-05
329,0.170511642,-2.60E-05,-2.51E-05
329.0333333,0.170459697,-2.60E-05,-2.51E-05
329.0666667,0.170407763,-2.60E-05,-2.51E-05
329.1,0.170355841,-2.60E-05,-2.50E-05
329.1333333,0.170303932,-2.60E-05,-2.50E-05
329.1666667,0.170252035,-2.59E-05,-2.50E-05
329.2,0.170200149,-2.59E-05,-2.50E-05
329.2333333,0.170148276,-2.59E-05,-2.50E-05
329.2666667,0.170096415,-2.59E-05,-2.50E-05
329.3,0.170044567,-2.59E-05,-2.50E-05
329.3333333,0.16999273,-2.59E-05,-2.50E-05
329.3666667,0.169940906,-2.59E-05,-2.50E-05
329.4,0.169889093,-2.59E-05,-2.50E-05
329.4333333,0.169837293,-2.59E-05,-2.50E-05
329.4666667,0.169785505,-2.59E-05,-2.50E-05
329.5,0.169733729,-2.59E-05,-2.50E-05
329.5333333,0.169681965,-2.59E-05,-2.50E-05
329.5666667,0.169630213,-2.59E-05,-2.50E-05
329.6,0.169578474,-2.59E-05,-2.50E-05
329.6333333,0.169526746,-2.59E-05,-2.50E-05
329.6666667,0.169475031,-2.59E-05,-2.49E-05
329.7,0.169423327,-2.59E-05,-2.49E-05
329.7333333,0.169371636,-2.58E-05,-2.49E-05
329.7666667,0.169319957,-2.58E-05,-2.49E-05
329.8,0.16926829,-2.58E-05,-2.49E-05
329.8333333,0.169216636,-2.58E-05,-2.49E-05
329.8666667,0.169164993,-2.58E-05,-2.49E-05
329.9,0.169113362,-2.58E-05,-2.49E-05
329.9333333,0.169061744,-2.58E-05,-2.49E-05
329.9666667,0.169010137,-2.58E-05,-2.49E-05
330,0.168958543,-2.58E-05,-2.49E-05
330.0333333,0.168906961,-2.58E-05,-2.49E-05
330.0666667,0.168855391,-2.58E-05,-2.49E-05
330.1,0.168803833,-2.58E-05,-2.49E-05
330.1333333,0.168752287,-2.58E-05,-2.49E-05
330.1666667,0.168700753,-2.58E-05,-2.49E-05
330.2,0.168649232,-2.58E-05,-2.48E-05
330.2333333,0.168597722,-2.58E-05,-2.48E-05
330.2666667,0.168546225,-2.57E-05,-2.48E-05
330.3,0.168494739,-2.57E-05,-2.48E-05
330.3333333,0.168443266,-2.57E-05,-2.48E-05
330.3666667,0.168391805,-2.57E-05,-2.48E-05
330.4,0.168340356,-2.57E-05,-2.48E-05
330.4333333,0.168288919,-2.57E-05,-2.48E-05
330.4666667,0.168237494,-2.57E-05,-2.48E-05
330.5,0.168186081,-2.57E-05,-2.48E-05
330.5333333,0.16813468,-2.57E-05,-2.48E-05
330.5666667,0.168083291,-2.57E-05,-2.48E-05
330.6,0.168031915,-2.57E-05,-2.48E-05
330.6333333,0.16798055,-2.57E-05,-2.48E-05
330.6666667,0.167929198,-2.57E-05,-2.48E-05
330.7,0.167877857,-2.57E-05,-2.48E-05
330.7333333,0.167826529,-2.57E-05,-2.48E-05
330.7666667,0.167775213,-2.57E-05,-2.47E-05
330.8,0.167723909,-2.57E-05,-2.47E-05
330.8333333,0.167672617,-2.56E-05,-2.47E-05
330.8666667,0.167621337,-2.56E-05,-2.47E-05
330.9,0.167570069,-2.56E-05,-2.47E-05
330.9333333,0.167518813,-2.56E-05,-2.47E-05
330.9666667,0.167467569,-2.56E-05,-2.47E-05
331,0.167416337,-2.56E-05,-2.47E-05
331.0333333,0.167365117,-2.56E-05,-2.47E-05
331.0666667,0.16731391,-2.56E-05,-2.47E-05
